用户id,用户名,用户头像,发布时间,性别,账户类型,是否机构号,粉丝数量,点赞数量,评论数,回答内容,影响力
c257c239b62a77fd758ead1c76ecca1d,一只大肠杆菌666,https://picx.zhimg.com/v2-cfb87290fe426f6ce945ae9003e2eca0.jpg?source=1940ef5c,2022/12/11,男,people,FALSE,6,0,0,完全没必要,0.095855486
713f7518ba43c4cd1f8f0807be71eaff,宇文面包,https://pic1.zhimg.com/v2-b87d0e0c996a7e126e3646c6e9d7cb13.jpg?source=1940ef5c,2022/12/11,男,people,FALSE,6,0,0,哎，从这个问题的众多答案就知道国家信用的现状了，一个需要强信用支撑又没有任何保障性条款的产品，完全想不到谁会愿买,0.095855486
43ba0ca427622112c2aae4ae489b84aa,Crayon,https://picx.zhimg.com/v2-b080c9ae8e0dd7a96d39d698c4d8d46c.jpg?source=1940ef5c,2022/12/10,男,people,FALSE,6,0,0,老农保点了个赞,0.095855486
fb358f46b8fad80e420c87d357892fbf,商业暴风学院,https://picx.zhimg.com/v2-10b20470e80a6274affe25aeba407dce.jpg?source=1940ef5c,2022/12/6,男,people,FALSE,6,0,0,闲钱可以买养老金，养老金还可以开通理财账户，能获得一些投资收益。,0.095855486
2d74a023afc7144dece2fff70839d5ed,宁桑,https://pic1.zhimg.com/v2-3054fdf34c6d40f6cb31a27105749557.jpg?source=1940ef5c,2022/12/6,未知,people,FALSE,6,0,0,你惦记那点儿利息 人家惦记...,0.095855486
b34dd20ca5998e70cd8662388bb2cde1,李乾,https://pica.zhimg.com/5de1e6777589390029c978af5fa08e66.jpg?source=1940ef5c,2022/12/6,女,people,FALSE,6,0,0,就65岁退休这点，我社保都不想给他交…,0.095855486
07c5129f0927c99d76d7b89e734b5e29,恶魔,https://pic1.zhimg.com/v2-6cec8288390cb260efaba8eb0827b3db.jpg?source=1940ef5c,2022/12/13,未知,people,FALSE,6,0,0,30岁不一定要买养老保险。 30岁不一定是开始养老规划的最佳时期，但有经济能力的情况下可以提前规划。在人身保障全面、经济能力允许的情况下，养老保险越早买越好，可以延长储蓄时间，提前获得养老保障。在购买养老保险之前，通常应优先进行人身保险规划，如意外险、重疾险、医疗险等如果将钱存入定期，每年也就是5%以内的利息，如果15万一直放在银行做定存，30年之后，也就是达到退休年龄后，根据复利计算结果，大概可以达到67万元。前提是这30年，不能动用，如果因为急用钱，而取出来的话，就大大减少了。　　但是我们还要考虑每年的通货膨胀，现在的15万跟未来30年后的67万，增长了4倍，但就购买能力而言，差不多。　　如果说用这笔钱持续买入社保的话，由于养老金是跟社会平均工资水平挂钩的，过去养老金的涨幅高于5%，未来这个涨幅只会高不会少，是要高于定期利率的，也是完全可以抵抗通货膨胀的。况且社保里面还有一项医疗保险，这个报销比例达到80%以上，万一老年发生重疾，就能起到重要的作用。,0.095855486
ab92e4105d27e01805283b3d1ede29f1,青青子衿,https://pic1.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=1940ef5c,2022/12/13,未知,people,FALSE,6,0,0,该存。30岁是人生的黄金时期，事业处于上升期，生活上也逐渐成为家庭顶梁柱，所以提前做好养老规划是很有必要的。目前只靠社保的养老基金，到退休之后可以领的养老金大多数人都达不到原来的水平，可以了解一下养老金替代率，所以趁有确定的收入能力时候，强制自己每年留一部分钱用作养老，专款专用，保证退休后的养老生活水平。养老金不仅起到强制储蓄功能，对于理财小白来说，还可以起到资产增值功能。并且，还有国家的政策支持，可以抵消一部分税。,0.095855486
634794def8798b50ea392215614f564f,fc1992,https://pic1.zhimg.com/v2-1a4affb2542e058e22b903f3e51fc01d.jpg?source=1940ef5c,2022/12/12,未知,people,FALSE,6,0,0,是那个养老金账户吗，可以存一点，可以免部分税，也可以未来有更多保障。,0.095855486
04b35e5b1c666c3f4ba695a59b2d5662,匮明用户,https://pic1.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=1940ef5c,2022/12/10,未知,people,FALSE,6,0,0,怎么说呢！个人养老金如果不开放一些应用场景的话没有什么意义！如果开放了又产生一些新思路,0.095855486
649d2d932e0a9798b7c8146194258c70,陈楷瀚,https://picx.zhimg.com/v2-e14cb8b1a719c724fd2915fefe584f2f.jpg?source=1940ef5c,2022/11/7,男,people,FALSE,5,0,0,前几天我不是发了一篇《我这么年轻就开始考虑养老，是不是杞人忧天？》的文章嘛，然后就有朋友怼我：“才30岁就让我考虑养老，你不觉得你在开玩笑吗？”我当时的回答是：你可以嘲笑我说的，但是可能国家比你更关心你自己的养老问题。这不，个人养老金时代来了不是？11月4日，中央五部门联合印发了《个人养老金实施办法》，对个人养老金账户的账户开立、参加流程、产品管理、监管等方面做出了详细的规定。这个《实施办法》从去年就通过决议，然后今年4月份提出意见，最终在11月4日正式发布。目的是为了破解中国未富先老的养老负担来的，也是国际上通用的做法。为什么要推出个人养老金？这个问题，刚才也提到了，为了破解我们未富先老的难题。养老难已经成为世界上很多国家面临的一大难题。就拿老龄化程度最严重的的日本来说，2019年日本65岁以上人口占比28%。根据预测，到2036年日本65岁以上人口占比将达到33%，也就是每三个人中就有一个65岁以上的老人。在养老难的背景下，最关键的是，日本的经济已经低迷了20多年。所以为了解决这个问题，日本不断地延长退休年龄。2021年修订之后，退休年龄为70岁。中国目前同样在走日本的老路，老龄化、少子化形势日趋严峻。所以未来的渐进式延迟退休势在必行，包括三胎政策。预计“十四五”时期，中国60岁以上人口占比将超过20%，进入中度老龄化阶段。2035年左右，60岁以上人口占比将超过30%，进入重度老龄化阶段。而且更难办的是，一、我们不是发达国家，没有那个财力来解决这么庞大的老人养老问题。二、据数据显示，社保养老金预计会在2035年耗尽。所以在这种情况下，个人养老金这个社保养老的补充制度，才顺势推出。中国养老三支柱每次讲到这个话题总是绕不开三支柱。关于养老金，我们目前有三种模式：第一，“五险一金”里的养老保险，这是基本养老保险，也是中国养老制度的主体。第二，就是企业年金或者职业年金，在美国最常见的是401(k)计划。中国目前这个占比很小，真正实施起来难度很大。第三，商业养老保险，买多少根据自己的财力决定。那么，新出的这个个人养老金有别于以上三种，个人可以直接在官方平台开户，自己缴纳养老金。同时开通个人养老资金账户，可以参与理财。属于补充养老制度。怎么参加个人养老金制度？参加人参加个人养老金，应当通过国家社会保险公共服务平台、全国人力资源和社会保障政务服务平台、电子社保卡等全国统一线上服务入口在信息平台开立个人养老金账户。有两个账户：个人养老金账户和个人养老金资金账户。个人养老金资金账户可以选择一家符合规定的商业银行开立，也可以使用符合规定的正在使用的银行卡。我们完全可以将这个制度理解为一个资金更加自由的账户，这里面的钱，你可以拿去自主地选择购买理财产品。当然，能买的理财产品也是有限制的，目前符合规定的有储蓄存款、理财产品、商业养老保险、公募基金等金融产品。可以看到，基本上都是风险级别很低的产品，这是基于对个人养老的保障，毕竟风险和收益成正比。答疑解惑环节1、个人养老金账户实施的目的是什么？实际上是政府鼓励大家提前强制储蓄，鼓励为自己的养老做准备，缓解人口老龄化和少子化的问题，同时缓解社保养老金的压力。2、跟现在退休领的养老金有什么区别？个人养老金账户的原理类似于购买商业养老年金，自愿购买，上限是1.2万/年。首先，鼓励大家每个月/每年强制存点钱放入个人养老金账户，这里面的钱可以根据我们自己的风险承受能力自由地去投资符合条件的理财产品，但请注意一点：并不是所有符合条件的理财产品都是保本的！其次，跟社保养老金的终身领取不同，这个账户里面的钱用完即停止。要是没领完提前走了，钱就会给到受益人。3、跟我们自己投资这些理财产品有什么区别？目前符合条件的理财产品主要有四类：银行理财、储蓄存款、商业养老保险、公募基金。区别就是个人养老金账户实行封闭式管理，没达到领取条件，不可以提前领取。所以你可以选择不参加，但是一旦参加，那就是真强制储蓄。4、如何领取个人养老金？一、符合领取条件达到法定退休年龄、完全丧失劳动能力、出国出境。?养老金信息管理服务平台验证之后，可以每月领、分几次或者一次性领取。二、怎么发钱从个人养老金账户转入个人社保卡银行账户。5、是否享受税收优惠？是，可以享受相应的税收政策，税收优惠比较有限。但是问题来了，每年多存1.2万养老金，对我们未来的生活有多大影响呢？至于限制缴费水平的原因，大胆推测是为了避免有钱人通过个人养老金避税，维系社会的公平。总结：这个养老金制度虽然是为了解决老龄化少子化带来的问题，但是我认为依旧很难真正影响到多数人的养老问题。站在普通人养老的角度，个人养老金当然要参加。但在现有制度下，建议大家还是把它作为自己完整养老规划的一个环节。比如说，养老金替代率的问题根据世界银行组织的建议是：如果你想要基本维持跟退休前差不多的生活水平，那么养老金替代率就不能低于70%（假设退休前收入是1万，那退休金就不能低于7000），最低标准红线是55%（也就是5500的退休金）。我们目前社保养老金替代率逐渐下降，全国平均不足50%，低于国际最低标准红线。就算加上每年1.2万个人养老金，估计能去到60%，那剩下还有40%呢？还是需要依靠个人商业养老保险来解决。再比如平均寿命延长的问题等等。所以，什么样的选择结出什么样的果，你希望你人生的果实会是怎样的呢？作者介绍：95后保险经纪人，新时代的保险从业者，专注保险、理财、养老规划，愿望是希望身边的人能够通过我改变对保险的看法。,0.095764622
b32e88db47195bfe58c7cbddcbef05ea,北京房产壹姐,https://picx.zhimg.com/v2-ddb1792ae882412e82bcc06b06de1d3e.jpg?source=1940ef5c,2022/12/9,女,people,FALSE,5,0,0,个人养老金如何领取可以继承吗?,0.095764622
f15f802e866a33ce98c916fa9b9e0c18,鱼的眼泪,https://pica.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=1940ef5c,2022/11/27,未知,people,FALSE,5,0,0,个人养老金将每年至少减免2040元的个税，你还不心动吗？,0.095764622
d0adfbd0a06efc8ea496ce2c914815fa,Kevin,https://picx.zhimg.com/v2-4ddfffe303068cb94522a2db47226ed8.jpg?source=1940ef5c,2022/12/29,未知,people,FALSE,5,0,0,4个问题：1. 现在60岁，以后可不可能80岁？2. 现在3%，以后可不可能30%？3. 现在坐个公交2块，以后可不可能20？4. 能否保证到退休年龄还有钱可交？,0.095764622
a8579f7880ec7e71ff7899ba50bc50fe,猪猪君,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=1940ef5c,2022/12/26,未知,people,FALSE,5,0,0,没有疫情的时候觉得很有必要买，阳了以后的体会是买个头，都不知道自己能撑过几波，还能领nmd养老金，有钱该花就花了,0.095764622
706b16f5bd14d3feabb63e8928706b4d,琦琦,https://picx.zhimg.com/v2-cedb9165a3c898ff7ec27b7c8978acfb.jpg?source=1940ef5c,2022/12/20,未知,people,FALSE,5,0,0,存我这里吧，我保证不给你，省得你还要惦记几十年天天担心政策变化，多糟心啊。,0.095764622
